20200720220332793	0.2	0.05	0.0367	0.0649	0.269777472796785	0.00471937550589236	0
20200720220959139	0.2	0.05	0.0367	0.0649	0.730222527203215	1	1
20200720221431570	0.2	0.1	0.055	0.062	0.301146946377806	0.125	0
20200720221903312	0.2	0.1	0.055	0.062	0.698853053622194	0.0344827586206897	1
20200720222332916	0.2	0.1	0.01	0.047	0.148220762670326	0.0175454883030078	0.005
20200720222805403	0.2	0.1	0.01	0.047	0.851779237329674	1	0.995
2020072022323675	0.2	0.1	0.014	0.053	0.116851289089305	0.0111125612962169	0.0025
2020072022370670	0.2	0.1	0.014	0.053	0.883148710910695	1	0.9975
20200720224137420	0.2	0.1	0.026	0.051	0.725026958141359	0.333333333333333	0.7175
20200720224608231	0.2	0.1	0.026	0.051	0.274973041858641	0.100017828489927	0.2825
20200720225040168	0.2	0.1	0.014	0.039	0.726105283795706	0.333333333333333	0.5525
20200720225516697	0.2	0.1	0.014	0.039	0.273894716204294	0.142857142857143	0.4475
20200721133849915	0.2	0.1	0.022	0.051	0.428977551220469	0.333333333333333	0.07
20200721134607526	0.2	0.1	0.022	0.051	0.571022448779531	0.0909090909090909	0.93
20200721135051351	0.2	0.1	0.026	0.055	0.388001176355259	0.0769230769230769	0.05
20200721135535192	0.2	0.1	0.026	0.055	0.611998823644741	0.0833333333333333	0.95
20200721140022491	0.2	0.1	0.042	0.059	0.478286442505637	1	0.35
20200721140505572	0.2	0.1	0.042	0.059	0.521713557494363	0.00729931011781487	0.65
20200721234233555	0.2	0.1	0.03	0.055	0.540045093618273	1	0.36
20200721234807610	0.2	0.1	0.03	0.055	0.459954906381727	0.0062111801242236	0.64
20200721235238296	0.2	0.1	0.022	0.059	0.153416331732183	0.00568198321182724	0
20200721235704910	0.2	0.1	0.022	0.059	0.846583668267817	1	1
20200722000129298	0.2	0.1	0.018	0.055	0.167630624448583	0.00854726487523992	0.005
20200722000559383	0.2	0.1	0.018	0.055	0.832369375551417	1	0.995
20200722001023377	0.2	0.1	0.026	0.059	0.194882854622096	0.00495049504950495	0
20200722001448430	0.2	0.1	0.026	0.059	0.805117145377904	1	1
20200722001916665	0.2	0.1	0.034	0.063	0.179590236251348	0.00490196078431373	0.18
